METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$8.00;$1.00;$8.00;$1.00;$8.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54123;"{""coordinates"": [-123.11762150964174, 49.26175723820959], ""type"": ""Point""}";Fairview;802615;49.26175723820959, -123.11762150964174
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50006;"{""coordinates"": [-123.11275081820035, 49.26449036727841], ""type"": ""Point""}";Mount Pleasant;792306;49.26449036727841, -123.11275081820035
Single / Disability;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60321;"{""coordinates"": [-123.12643395396141, 49.286434097907396], ""type"": ""Point""}";West End;660721;49.286434097907396, -123.12643395396141
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60912;"{""coordinates"": [-123.12618745901273, 49.286597665682], ""type"": ""Point""}";West End;660713;49.286597665682, -123.12618745901273
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63313;"{""coordinates"": [-123.1294977189005, 49.2776313068703], ""type"": ""Point""}";Downtown;631239;49.2776313068703, -123.1294977189005
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62233;"{""coordinates"": [-123.13010448430235, 49.277229583916814], ""type"": ""Point""}";Downtown;631303;49.277229583916814, -123.13010448430235
Twin;$5.00;$7.00;$5.00;$7.00;$5.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60966;"{""coordinates"": [-123.12140815568807, 49.27605056845731], ""type"": ""Point""}";Downtown;150304;49.27605056845731, -123.12140815568807
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61777;"{""coordinates"": [-123.12983070653179, 49.289603395264066], ""type"": ""Point""}";West End;690707;49.289603395264066, -123.12983070653179
Twin;$2.00;$7.00;$2.00;$7.00;$2.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64271;"{""coordinates"": [-123.13349941688118, 49.29076672469119], ""type"": ""Point""}";West End;710715;49.29076672469119, -123.13349941688118
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61907;"{""coordinates"": [-123.13047722154614, 49.276803772276935], ""type"": ""Point""}";Downtown;631322;49.276803772276935, -123.13047722154614
Single;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64622;"{""coordinates"": [-123.13345094858835, 49.27500976697128], ""type"": ""Point""}";Downtown;631509;49.27500976697128, -123.13345094858835
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59803;"{""coordinates"": [-123.10929118073415, 49.271305027459675], ""type"": ""Point""}";Mount Pleasant;521608C;49.271305027459675, -123.10929118073415
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59808;"{""coordinates"": [-123.1046455754281, 49.271182675884134], ""type"": ""Point""}";Mount Pleasant;751607C;49.271182675884134, -123.1046455754281
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59942;"{""coordinates"": [-123.10452993243517, 49.26961202156919], ""type"": ""Point""}";Mount Pleasant;751718C;49.26961202156919, -123.10452993243517
Twin Bay Single;$8.00;$6.00;$8.00;$6.00;$8.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61479;"{""coordinates"": [-123.11943511779543, 49.28807099169729], ""type"": ""Point""}";Downtown;650306;49.28807099169729, -123.11943511779543
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51184;"{""coordinates"": [-123.11753600988592, 49.2648195635336], ""type"": ""Point""}";Fairview;802303;49.2648195635336, -123.11753600988592
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60731;"{""coordinates"": [-123.12195871309294, 49.27641931305382], ""type"": ""Point""}";Downtown;150404;49.27641931305382, -123.12195871309294
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65500;"{""coordinates"": [-123.1220880881216, 49.27649917062372], ""type"": ""Point""}";Downtown;150408;49.27649917062372, -123.1220880881216
Pay Station;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;66623;"{""coordinates"": [-123.11388471451507, 49.28263804199997], ""type"": ""Point""}";Downtown;590524C;49.28263804199997, -123.11388471451507
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60385;"{""coordinates"": [-123.1263157434093, 49.286512008431615], ""type"": ""Point""}";West End;660717;49.286512008431615, -123.1263157434093
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61958;"{""coordinates"": [-123.12663861647415, 49.27438724901346], ""type"": ""Point""}";Downtown;591317;49.27438724901346, -123.12663861647415
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63624;"{""coordinates"": [-123.13240246559431, 49.290809499438325], ""type"": ""Point""}";West End;201620;49.290809499438325, -123.13240246559431
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66118;"{""coordinates"": [-123.13276946599646, 49.29316352625768], ""type"": ""Point""}";Downtown;720412;49.29316352625768, -123.13276946599646
Twin Bay Single;$9.00;$6.00;$9.00;$6.00;$9.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64284;"{""coordinates"": [-123.11874043760909, 49.284744169022304], ""type"": ""Point""}";Downtown;630605;49.284744169022304, -123.11874043760909
Twin Bay Single;$7.00;$5.00;$7.00;$5.00;$7.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63182;"{""coordinates"": [-123.108849430282, 49.28390699588482], ""type"": ""Point""}";Downtown;560210;49.28390699588482, -123.108849430282
Twin Bay Single;$7.00;$5.00;$7.00;$5.00;$7.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64197;"{""coordinates"": [-123.10897236154358, 49.28410844388318], ""type"": ""Point""}";Downtown;560201;49.28410844388318, -123.10897236154358
Twin Bay Single;$7.00;$5.00;$7.00;$5.00;$7.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64283;"{""coordinates"": [-123.10897236154358, 49.28410844388318], ""type"": ""Point""}";Downtown;560203;49.28410844388318, -123.10897236154358
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;4 Hr;10 Hrs;4 Hr;10 Hrs;4 Hr;;Yes;59833;"{""coordinates"": [-123.08000085005052, 49.265294456588386], ""type"": ""Point""}";Strathcona;A61131C;49.265294456588386, -123.08000085005052
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;4 Hr;10 Hrs;4 Hr;10 Hrs;4 Hr;;Yes;59831;"{""coordinates"": [-123.08565599235669, 49.265937805270035], ""type"": ""Point""}";Mount Pleasant;GN0810C;49.265937805270035, -123.08565599235669
Twin;$8.00;$4.00;$8.00;$4.00;$8.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64090;"{""coordinates"": [-123.10934201102624, 49.28324387428855], ""type"": ""Point""}";Downtown;560305;49.28324387428855, -123.10934201102624
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59927;"{""coordinates"": [-123.10053942967477, 49.251218152979874], ""type"": ""Point""}";Riley Park;E20205C;49.251218152979874, -123.10053942967477
Pay Station;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;66624;"{""coordinates"": [-123.1037377341054, 49.28341141334147], ""type"": ""Point""}";Downtown;010002C;49.28341141334147, -123.1037377341054
Pay Station;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;66624;"{""coordinates"": [-123.10265533704396, 49.28361629160919], ""type"": ""Point""}";Downtown;010040C;49.28361629160919, -123.10265533704396
Pay Station;$11.00;$4.00;$11.00;$4.00;$11.00;$4.00;$5.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;66602;"{""coordinates"": [-123.12017305075493, 49.285843445293835], ""type"": ""Point""}";Downtown;101014C;49.285843445293835, -123.12017305075493
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59877;"{""coordinates"": [-123.09390295477085, 49.21069654461014], ""type"": ""Point""}";Sunset;SG8208C;49.21069654461014, -123.09390295477085
Pay Station;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;66603;"{""coordinates"": [-123.12173905296075, 49.2867394432191], ""type"": ""Point""}";Downtown;650535C;49.2867394432191, -123.12173905296075
Pay Station;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;66605;"{""coordinates"": [-123.12288317650348, 49.28599034668761], ""type"": ""Point""}";Downtown;650621C;49.28599034668761, -123.12288317650348
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;No Time Limit;No;66600;"{""coordinates"": [-123.12565757388352, 49.273446010862166], ""type"": ""Point""}";Downtown;581332;49.273446010862166, -123.12565757388352
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59948;"{""coordinates"": [-123.1054910629438, 49.26915599109916], ""type"": ""Point""}";Mount Pleasant;B20008C;49.26915599109916, -123.1054910629438
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59801;"{""coordinates"": [-123.10724056756403, 49.27016571951155], ""type"": ""Point""}";Mount Pleasant;B10104C;49.27016571951155, -123.10724056756403
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59801;"{""coordinates"": [-123.10876900985068, 49.270191951036345], ""type"": ""Point""}";Mount Pleasant;B10148C;49.270191951036345, -123.10876900985068
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;59950;"{""coordinates"": [-123.1105849641606, 49.268841973216496], ""type"": ""Point""}";Mount Pleasant;B20241C;49.268841973216496, -123.1105849641606
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;59952;"{""coordinates"": [-123.11226349482521, 49.26777450442177], ""type"": ""Point""}";Mount Pleasant;B20324C;49.26777450442177, -123.11226349482521
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59946;"{""coordinates"": [-123.10667696504346, 49.26899978011252], ""type"": ""Point""}";Mount Pleasant;761803C;49.26899978011252, -123.10667696504346
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;4 Hr;10 Hrs;4 Hr;10 Hrs;4 Hr;;Yes;59831;"{""coordinates"": [-123.08416419909543, 49.26565167577889], ""type"": ""Point""}";Mount Pleasant;GN0830C;49.26565167577889, -123.08416419909543
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;66802;"{""coordinates"": [-123.11364478369914, 49.2802528468581], ""type"": ""Point""}";Downtown;570634;49.2802528468581, -123.11364478369914
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67228;"{""coordinates"": [-123.09851899962281, 49.2777109951379], ""type"": ""Point""}";Strathcona;430215C;49.2777109951379, -123.09851899962281
Twin;$2.00;$7.00;$2.00;$7.00;$2.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64243;"{""coordinates"": [-123.13361961219368, 49.2906858001955], ""type"": ""Point""}";West End;710719;49.2906858001955, -123.13361961219368
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54803;"{""coordinates"": [-123.17536238486151, 49.26411007319007], ""type"": ""Point""}";Kitsilano;303128;49.26411007319007, -123.17536238486151
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67853;"{""coordinates"": [-123.09848561724245, 49.28323423457822], ""type"": ""Point""}";Strathcona;030215C;49.28323423457822, -123.09848561724245
Twin;$3.00;$7.00;$3.00;$7.00;$3.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64247;"{""coordinates"": [-123.13722078158396, 49.29038490148873], ""type"": ""Point""}";West End;720901;49.29038490148873, -123.13722078158396
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64660;"{""coordinates"": [-123.12291424433992, 49.272847120378444], ""type"": ""Point""}";Downtown;170132;49.272847120378444, -123.12291424433992
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;61273;"{""coordinates"": [-123.11526443208139, 49.279350528113525], ""type"": ""Point""}";Downtown;570729C;49.279350528113525, -123.11526443208139
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63229;"{""coordinates"": [-123.13023044851074, 49.277146524393146], ""type"": ""Point""}";Downtown;631309;49.277146524393146, -123.13023044851074
Twin;$8.00;$2.00;$8.00;$2.00;$8.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52494;"{""coordinates"": [-123.12409884612784, 49.26362587355669], ""type"": ""Point""}";Fairview;832418;49.26362587355669, -123.12409884612784
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52444;"{""coordinates"": [-123.12411693351238, 49.263110518708544], ""type"": ""Point""}";Fairview;832502;49.263110518708544, -123.12411693351238
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51793;"{""coordinates"": [-123.17242255289453, 49.26406132704742], ""type"": ""Point""}";Kitsilano;303006;49.26406132704742, -123.17242255289453
Pay Station;$8.00;$4.00;$8.00;$4.00;$8.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;67617;"{""coordinates"": [-123.11829054792103, 49.28829034682437], ""type"": ""Point""}";Downtown;041051C;49.28829034682437, -123.11829054792103
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51590;"{""coordinates"": [-123.11268202316705, 49.265968355359085], ""type"": ""Point""}";Mount Pleasant;792116;49.265968355359085, -123.11268202316705
Single;$8.00;$4.00;$8.00;$4.00;$8.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63211;"{""coordinates"": [-123.10950008258392, 49.28287157619628], ""type"": ""Point""}";Downtown;560315;49.28287157619628, -123.10950008258392
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51613;"{""coordinates"": [-123.12428741703515, 49.26302173264874], ""type"": ""Point""}";Fairview;832507;49.26302173264874, -123.12428741703515
Pay Station;$7.00;$3.00;$7.00;$3.00;$7.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60406;"{""coordinates"": [-123.12173352717112, 49.28131657301566], ""type"": ""Point""}";Downtown;620826C;49.28131657301566, -123.12173352717112
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67216;"{""coordinates"": [-123.0997625259383, 49.28183405650978], ""type"": ""Point""}";Downtown;510311C;49.28183405650978, -123.0997625259383
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60606;"{""coordinates"": [-123.11258998093027, 49.28368858004414], ""type"": ""Point""}";Downtown;590409;49.28368858004414, -123.11258998093027
Twin;$6.00;$7.00;$6.00;$7.00;$6.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;67008;"{""coordinates"": [-123.10785786380072, 49.28419355842824], ""type"": ""Point""}";Downtown;180131;49.28419355842824, -123.10785786380072
Pay Station;$8.00;$5.00;$8.00;$5.00;$8.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67613;"{""coordinates"": [-123.11427096897569, 49.28700218165497], ""type"": ""Point""}";Downtown;040811C;49.28700218165497, -123.11427096897569
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60688;"{""coordinates"": [-123.11221715860158, 49.28373129198756], ""type"": ""Point""}";Downtown;590408;49.28373129198756, -123.11221715860158
Twin;$5.00;$6.00;$5.00;$6.00;$5.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63745;"{""coordinates"": [-123.106605381468, 49.283113356796314], ""type"": ""Point""}";Downtown;540218;49.283113356796314, -123.106605381468
Twin Bay Single;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;$3.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;66215;"{""coordinates"": [-123.12268810851592, 49.280858761227115], ""type"": ""Point""}";Downtown;620903;49.280858761227115, -123.12268810851592
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54481;"{""coordinates"": [-123.10076377415089, 49.263689958585275], ""type"": ""Point""}";Mount Pleasant;512408;49.263689958585275, -123.10076377415089
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;;Yes;59837;"{""coordinates"": [-123.09365982704179, 49.266899676021424], ""type"": ""Point""}";Strathcona;GN0515C;49.266899676021424, -123.09365982704179
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59925;"{""coordinates"": [-123.10147176032238, 49.24871319258466], ""type"": ""Point""}";Riley Park;E50134C;49.24871319258466, -123.10147176032238
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;13 Hrs;Yes;59837;"{""coordinates"": [-123.09182968954376, 49.26689124133452], ""type"": ""Point""}";Strathcona;GN0535C;49.26689124133452, -123.09182968954376
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;53782;"{""coordinates"": [-123.11309511761678, 49.26131666553904], ""type"": ""Point""}";Mount Pleasant;792625;49.26131666553904, -123.11309511761678
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59854;"{""coordinates"": [-123.09011607094652, 49.23102872341963], ""type"": ""Point""}";Sunset;J30707C;49.23102872341963, -123.09011607094652
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59858;"{""coordinates"": [-123.09022642336092, 49.22912844304098], ""type"": ""Point""}";Sunset;J50706C;49.22912844304098, -123.09022642336092
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;59809;"{""coordinates"": [-123.0611056274229, 49.28125386255753], ""type"": ""Point""}";Grandview-Woodland;072115C;49.28125386255753, -123.0611056274229
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;59810;"{""coordinates"": [-123.05918755937628, 49.28124586576686], ""type"": ""Point""}";Grandview-Woodland;072215C;49.28124586576686, -123.05918755937628
